,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
2859,NCJ43,OUT013,2745.6926200000003
2860,NCJ05,OUT045,2197.5394800000004
2861,FDS04,OUT027,3788.4019999999996
2862,FDX28,OUT010,151.60266
2863,FDB41,OUT027,860.5465
2864,FDG53,OUT046,1986.3477200000002
2865,FDL15,OUT010,367.85450000000003
2866,FDQ08,OUT049,717.53266
2867,DRN36,OUT013,1852.52192
2868,FDI46,OUT013,3532.00242
2869,FDG16,OUT027,5369.677000000001
2870,FDV32,OUT013,1088.3166800000001
2871,FDF44,OUT010,241.68540000000002
2872,FDK04,OUT018,621.45772
2873,NCA41,OUT013,2316.3182
2874,FDD51,OUT017,588.0345599999999
2875,NCZ53,OUT045,3255.56226
2876,FDP01,OUT027,3828.2834199999998
2877,FDY25,OUT049,2745.2931399999998
2878,FDB17,OUT018,3485.2632599999997
2879,NCV54,OUT018,1366.2216000000003
2880,FDJ32,OUT017,854.4877199999999
2881,FDA37,OUT049,1867.10294
2882,FDG35,OUT035,3147.10344
2883,NCM05,OUT018,3616.4924400000004
2884,FDG45,OUT046,2310.85864
2885,FDH28,OUT013,602.8819
2886,NCE18,OUT049,4110.71578
2887,FDH38,OUT045,2064.44606
2888,FDR56,OUT013,3420.9469799999997
2889,FDH17,OUT027,2456.0030400000005
2890,FDD39,OUT049,4514.4569
2891,FDB41,OUT049,730.7155
2892,NCR53,OUT046,3382.9298000000003
2893,FDX46,OUT017,1117.47872
2894,FDV28,OUT049,576.3164800000001
2895,FDA08,OUT018,2708.60756
2896,FDH45,OUT017,537.50034
2897,NCS38,OUT010,298.9442
2898,FDD40,OUT010,431.03891999999996
2899,DRM59,OUT035,2163.45052
2900,NCJ43,OUT018,2394.81602
2901,NCN29,OUT013,661.5388800000001
2902,NCC19,OUT045,3857.4454600000004
2903,FDR56,OUT035,3282.52716
2904,FDZ43,OUT049,3669.75644
2905,FDJ32,OUT010,106.86090000000002
2906,DRH03,OUT017,995.30442
2907,NCZ54,OUT035,2500.5450599999995
2908,FDE26,OUT017,2354.40196
2909,FDS03,OUT045,1611.30258
2910,DRZ24,OUT019,414.85998
2911,FDO48,OUT027,4793.62684
2912,FDW39,OUT049,2336.82484
2913,NCK05,OUT049,1029.0604799999999
2914,NCK30,OUT017,3871.6270000000004
2915,FDT27,OUT018,4210.053139999999
2916,FDS08,OUT019,325.17671999999993
2917,NCJ19,OUT049,1068.34268
2918,FDC58,OUT045,625.9185799999999
2919,DRE37,OUT013,3497.5139799999997
2920,FDW02,OUT035,2216.18188
2921,FDJ02,OUT010,283.9636999999999
2922,FDX09,OUT045,3098.4334599999993
2923,FDT31,OUT010,323.31248000000005
2924,FDI24,OUT049,2969.2682600000003
2925,FDY09,OUT045,3765.5650599999994
2926,FDV28,OUT045,376.70964000000004
2927,DRM47,OUT049,4265.64744
2928,FDT52,OUT019,493.75728
2929,FDI48,OUT018,986.5158600000001
2930,FDY55,OUT017,5407.09496
2931,FDU48,OUT013,2386.4935200000004
2932,FDN25,OUT045,731.5810399999999
2933,FDP20,OUT049,1289.8543399999999
2934,FDJ15,OUT013,3420.3477600000006
2935,FDD04,OUT018,1769.49666
2936,FDY58,OUT045,5533.4637999999995
2937,FDR37,OUT018,3711.1691999999994
2938,FDF44,OUT013,2728.18208
2939,FDD32,OUT045,1458.90096
2940,FDR57,OUT017,2051.5295400000005
2941,DRG39,OUT027,1171.3419399999998
2942,FDX15,OUT017,2996.29974
2943,DRN37,OUT045,1985.5487600000001
2944,FDW40,OUT027,4061.7129
2945,FDB32,OUT049,1020.6048199999999
2946,FDM40,OUT018,2087.4827400000004
2947,FDE39,OUT027,3335.4582600000003
2948,DRH49,OUT017,1112.1523200000001
2949,FDT46,OUT049,757.6138200000001
2950,NCF06,OUT035,4429.700559999999
2951,FDP07,OUT017,3076.52864
2952,FDC04,OUT013,3038.17856
2953,FDZ32,OUT017,1538.19774
2954,FDD50,OUT045,3717.09482
2955,FDU56,OUT017,2820.12906
2956,FDV34,OUT017,995.3044199999998
2957,NCY41,OUT013,653.21638
2958,NCK18,OUT046,3292.3810000000003
2959,DRH25,OUT049,883.05054
2960,FDT57,OUT046,4132.620600000001
2961,FDV56,OUT018,752.8200599999999
2962,FDV12,OUT045,1610.50362
2963,FDN52,OUT017,1324.40936
2964,FDX38,OUT035,716.20106
2965,FDE47,OUT018,1731.3463199999999
2966,NCO07,OUT013,3028.52446
2967,FDV09,OUT027,1511.8986400000003
2968,FDZ23,OUT019,649.35474
2969,DRH51,OUT018,1009.3527999999999
2970,NCY54,OUT045,2289.95252
2971,DRG49,OUT013,5158.951300000001
2972,NCC19,OUT049,3821.359099999999
2973,NCV53,OUT045,5677.2766
2974,FDZ47,OUT019,255.40088
2975,NCO26,OUT018,1811.84154
2976,NCP02,OUT045,903.8900799999999
2977,NCW30,OUT018,2810.2086400000007
2978,NCN55,OUT046,4149.39876
2979,FDB20,OUT010,142.01514
2980,DRL11,OUT013,1866.77004
2981,DRD60,OUT045,3396.9116000000004
2982,FDW14,OUT010,164.31944
2983,FDL27,OUT010,219.31452000000004
2984,FDU09,OUT018,560.8033399999999
2985,DRH36,OUT027,1901.92428
2986,FDP34,OUT027,2917.0695400000004
2987,FDE04,OUT017,2878.85262
2988,FDZ57,OUT027,3412.49132
2989,FDF02,OUT010,282.16604
2990,FDG28,OUT045,3359.8265400000005
2991,NCI31,OUT046,700.0887
2992,FDT43,OUT013,977.9270399999999
2993,FDU20,OUT046,2455.86988
2994,FDD53,OUT013,530.7757600000001
2995,FDW15,OUT045,2761.5386599999997
2996,NCT53,OUT045,2162.31866
2997,NCG55,OUT027,2144.47522
2998,FDD48,OUT035,1949.9284599999999
2999,FDG47,OUT049,4011.17868
3000,FDI21,OUT017,1128.2646799999998
3001,FDT27,OUT017,3311.6226199999996
3002,DRO35,OUT013,2066.44346
3003,FDD33,OUT017,3048.3653
3004,FDC04,OUT035,3586.7311799999998
3005,FDY34,OUT013,2505.0724999999998
3006,DRJ49,OUT049,2112.45024
3007,FDE05,OUT049,3079.3915800000004
3008,FDU31,OUT017,3999.1277
3009,NCN19,OUT027,3632.80454
3010,FDK56,OUT027,5829.27874
3011,FDK58,OUT017,1722.6909199999998
3012,NCJ42,OUT035,2398.0118599999996
3013,FDZ34,OUT027,7393.642419999999
3014,FDA52,OUT018,1933.8161000000005
3015,NCR29,OUT013,386.29715999999996
3016,FDT48,OUT035,2479.7055200000004
3017,DRJ51,OUT019,784.77846
3018,NCS54,OUT046,3680.00976
3019,FDV01,OUT035,2949.8934799999997
3020,DRG51,OUT027,4399.672979999999
3021,NCG42,OUT013,2089.6133
3022,FDA51,OUT049,1793.0659799999999
3023,FDV19,OUT010,287.89191999999997
3024,NCT18,OUT045,3729.94476
3025,NCS41,OUT045,2564.9945000000002
3026,FDO03,OUT046,4357.128360000001
3027,FDL12,OUT010,259.79516
3028,FDY37,OUT010,307.13354
3029,FDI58,OUT049,1416.62266
3030,FDT28,OUT018,1683.9413599999996
3031,NCC42,OUT010,343.68595999999997
3032,FDO01,OUT017,2320.77906
3033,FDJ02,OUT013,2657.47412
3034,FDQ04,OUT018,355.07114
3035,DRL47,OUT013,1494.65442
3036,FDZ32,OUT035,1628.01416
3037,FDC35,OUT035,3964.77242
3038,FDX14,OUT045,1485.13348
3039,FDZ35,OUT013,1617.02846
3040,FDL14,OUT013,2050.53084
3041,FDO04,OUT049,827.1233399999999
3042,DRK11,OUT017,2445.0173399999994
3043,FDB44,OUT018,3796.7910800000004
3044,FDZ50,OUT049,2833.9111199999998
3045,FDI12,OUT027,3093.77286
3046,FDU43,OUT017,4347.80716
3047,FDD58,OUT010,172.30903999999995
3048,FDB27,OUT017,2707.67544
3049,FDB04,OUT018,1238.0551
3050,NCO17,OUT013,1933.35004
3051,FDL12,OUT017,988.77958
3052,DRJ13,OUT049,3193.7760200000002
3053,FDD57,OUT045,1400.24398
3054,FDW19,OUT035,1751.12058
3055,DRD27,OUT018,1498.7823799999999
3056,FDH27,OUT027,3988.6746399999997
3057,NCW30,OUT027,9248.89412
3058,FDR40,OUT018,964.67762
3059,FDG05,OUT013,2182.62556
3060,NCY41,OUT019,52.99768
3061,FDI38,OUT018,3230.7945000000004
3062,FDR20,OUT046,750.75608
3063,FDE09,OUT017,1439.4596000000001
3064,FDN50,OUT019,256.79906
3065,DRF27,OUT045,2820.7282800000003
3066,DRF51,OUT013,864.4747199999999
3067,NCO02,OUT019,191.08459999999997
3068,FDB51,OUT027,1630.07814
3069,FDJ50,OUT013,906.3535400000001
3070,FDN52,OUT013,1437.4621999999997
3071,FDX14,OUT013,1020.4716599999999
3072,FDT27,OUT019,656.54538
3073,FDV10,OUT013,648.6223600000001
3074,FDU33,OUT046,730.3826
3075,FDU58,OUT046,3607.2378200000007
3076,NCP42,OUT027,4848.48876
3077,FDL51,OUT027,4630.23952
3078,DRH15,OUT027,949.8302799999999
3079,FDU16,OUT017,1524.3491
3080,FDW15,OUT017,3168.8751
3081,FDQ44,OUT045,2395.74814
3082,NCI06,OUT027,4464.65506
3083,DRK23,OUT019,406.4709
3084,FDC28,OUT035,1614.5649999999998
3085,NCY17,OUT019,81.49391999999999
3086,NCV05,OUT018,2447.2810600000003
3087,FDM34,OUT019,356.73564
3088,DRD60,OUT027,6225.5629
3089,FDT38,OUT046,1173.07302
3090,FDQ57,OUT018,1763.9039399999997
3091,FDE59,OUT027,949.6305400000001
3092,NCM43,OUT046,3160.4860200000003
3093,DRI51,OUT049,2898.2274
3094,NCG30,OUT017,1566.6273999999999
3095,NCK54,OUT035,2433.4989999999993
3096,FDQ16,OUT019,177.56886
3097,FDI36,OUT013,3264.81688
3098,FDX16,OUT027,2889.5719999999997
3099,FDA34,OUT046,3197.37134
3100,FDJ48,OUT018,3580.6058199999998
3101,FDU47,OUT035,1487.33062
3102,FDS39,OUT046,1906.98436
3103,FDD11,OUT046,3040.8417600000002
3104,FDM16,OUT027,2057.4551600000004
3105,FDU56,OUT018,3596.185540000001
3106,FDQ32,OUT017,2547.4839600000005
3107,DRK35,OUT013,852.2905800000001
3108,FDA58,OUT049,2862.20762
3109,DRG48,OUT019,421.05192000000005
3110,FDT59,OUT010,932.65264
3111,FDQ31,OUT019,170.04532
3112,FDS51,OUT018,569.5253200000001
3113,FDW32,OUT027,1944.136
3114,FDI15,OUT027,5549.1101
3115,NCV30,OUT017,658.34304
3116,DRG25,OUT049,4240.8131
3117,FDT02,OUT013,503.3448
3118,FDO33,OUT027,3705.5764800000006
3119,FDP38,OUT035,496.75338
3120,FDZ45,OUT035,3268.0792999999994
3121,NCA54,OUT027,5386.388580000001
3122,FDU33,OUT017,967.6071400000001
3123,FDN58,OUT017,4119.77066
3124,FDI05,OUT045,1199.37212
3125,FDM57,OUT019,253.86953999999997
3126,NCS42,OUT027,2427.77312
3127,FDB57,OUT045,4324.371
3128,FDC03,OUT045,3553.77408
3129,FDZ58,OUT013,2528.3089200000004
3130,NCK29,OUT045,2610.6017999999995
3131,NCR53,OUT045,4249.73482
3132,FDE26,OUT027,3703.3793400000004
3133,FDU52,OUT049,1993.7381
3134,FDE41,OUT027,2090.54542
3135,FDU38,OUT018,2880.78344
3136,FDA52,OUT017,1805.5164399999999
3137,FDW46,OUT046,1210.6907200000003
3138,DRI59,OUT035,4314.31742
3139,FDT38,OUT035,982.12158
3140,FDL33,OUT018,2834.9764
3141,FDQ01,OUT027,5384.790660000001
3142,FDJ08,OUT046,3055.2896200000005
3143,FDQ47,OUT049,528.91152
3144,NCZ18,OUT013,4431.831120000001
3145,FDE29,OUT017,734.5771400000001
3146,FDF10,OUT027,3446.04764
3147,FDC48,OUT049,1275.53964
3148,FDY58,OUT013,3981.35084
3149,NCX30,OUT010,849.5608
3150,FDV11,OUT013,1558.23832
3151,FDT46,OUT046,680.18128
3152,DRD01,OUT019,172.17588
3153,FDQ11,OUT013,3246.50738
3154,NCM41,OUT017,1046.1715399999998
3155,NCC55,OUT013,478.97652
3156,FDG45,OUT027,3767.9619399999997
3157,NCQ54,OUT049,3217.34534
3158,FDM34,OUT045,1829.55182
3159,FDD17,OUT019,679.64864
3160,FDN38,OUT027,6500.2719799999995
3161,FDB53,OUT018,1563.9642
3162,NCL06,OUT035,4866.73168
3163,NCV18,OUT019,276.04068
3164,FDX25,OUT013,3068.7387800000006
3165,FDB39,OUT046,806.2838
3166,FDC33,OUT049,3148.10214
3167,NCO14,OUT018,502.21294
3168,FDA58,OUT027,6500.604880000001
3169,NCQ02,OUT017,3477.1405
3170,NCR53,OUT017,3404.63488
3171,FDN52,OUT046,1342.98518
3172,FDG26,OUT046,3717.89378
3173,FDE23,OUT027,1001.6960999999999
3174,DRI37,OUT013,498.21814000000006
3175,DRH37,OUT018,1928.1568000000002
3176,FDO01,OUT035,2098.20212
3177,FDK45,OUT049,2256.7290999999996
3178,FDP23,OUT049,4590.0252
3179,FDM33,OUT035,4106.12176
3180,FDD36,OUT017,2090.7451599999995
3181,FDL56,OUT017,1145.57548
3182,FDT27,OUT010,723.0588
3183,FDG52,OUT017,643.8951800000001
3184,NCL42,OUT035,4815.7314
3185,DRJ24,OUT046,3264.0845
3186,FDV38,OUT046,672.3914200000002
3187,FDT35,OUT045,2917.73534
3188,FDY51,OUT045,3179.26158
3189,FDC37,OUT017,2028.8257600000002
3190,NCP43,OUT013,2450.67664
3191,FDO33,OUT045,2205.66224
3192,FDW04,OUT018,1944.20258
3193,NCC31,OUT046,2027.4275800000003
3194,FDK22,OUT049,3757.775200000001
3195,FDJ50,OUT017,811.47704
3196,FDV13,OUT017,1730.94684
3197,DRL60,OUT017,2050.39768
3198,FDW03,OUT017,1563.2984000000001
3199,FDY27,OUT035,2830.51554
3200,FDB39,OUT027,1165.7492199999997
3201,FDU59,OUT045,3047.10028
3202,FDZ57,OUT049,2064.0465799999997
3203,FDO21,OUT049,2715.9979399999997
3204,FDS43,OUT018,2383.7637400000003
3205,FDU28,OUT010,523.78486
3206,FDC51,OUT010,242.28462
3207,FDW16,OUT010,159.25936
3208,FDP32,OUT010,216.45158
3209,FDB60,OUT019,334.0984399999999
3210,NCQ30,OUT046,1748.3907999999997
3211,FDD26,OUT049,3613.03028
3212,FDI44,OUT045,1839.8717199999999
3213,DRH23,OUT046,1114.4826200000002
3214,FDO44,OUT046,1675.8186
3215,FDG04,OUT046,3047.0337000000004
3216,FDM32,OUT027,3264.1510799999996
3217,FDM09,OUT013,2512.46288
3218,FDZ47,OUT013,1284.92742
3219,FDM40,OUT027,3744.7920999999997
3220,FDY48,OUT017,1430.87078
3221,NCM30,OUT045,652.6837400000001
3222,FDX36,OUT010,468.32372
3223,DRF03,OUT017,658.3430400000001
3224,FDN51,OUT049,4885.706980000001
3225,FDM57,OUT049,1076.2657000000002
3226,FDB35,OUT049,1577.2802000000001
3227,FDY13,OUT027,2870.7298600000004
3228,FDA37,OUT017,2424.8435999999997
3229,NCX53,OUT017,2327.90312
3230,FDD59,OUT018,1003.1608600000002
3231,FDX10,OUT019,70.30848
3232,FDC03,OUT018,2616.0613599999997
3233,FDW43,OUT035,4870.0606800000005
3234,FDW10,OUT046,2412.8592000000003
3235,FDY14,OUT027,6320.03992
3236,FDV43,OUT045,681.2465599999999
3237,FDO40,OUT013,2506.00462
3238,FDP46,OUT027,2534.9003399999997
3239,NCE43,OUT019,249.20893999999998
3240,FDD05,OUT035,2557.8038599999995
3241,FDJ60,OUT010,460.33412
3242,DRE27,OUT018,1324.8754199999998
3243,FDO11,OUT035,5782.87248
3244,DRG11,OUT027,2838.17224
3245,FDK33,OUT010,382.76842
3246,DRM23,OUT045,2511.86366
3247,FDJ02,OUT027,3737.2685600000004
3248,NCZ05,OUT045,1068.5424200000002
3249,NCL30,OUT013,1700.25346
3250,FDZ19,OUT018,2423.8449
3251,FDM45,OUT049,2179.4963
3252,FDO36,OUT046,2586.36668
3253,NCK31,OUT045,719.4634799999999
3254,DRJ37,OUT045,2351.4058600000003
3255,FDP24,OUT018,1795.7291799999998
3256,FDF46,OUT013,1886.7440400000003
3257,FDX46,OUT019,203.13557999999998
3258,NCL18,OUT045,3349.04058
3259,FDJ26,OUT013,2730.37922
3260,FDJ07,OUT045,1987.27984
3261,FDY15,OUT013,2208.99124
3262,DRG01,OUT045,1001.3632
3263,FDF58,OUT045,1280.20024
3264,FDZ14,OUT019,236.42558
3265,FDP31,OUT049,752.8866399999999
3266,FDH45,OUT013,600.8844999999999
3267,FDA09,OUT010,321.31507999999997
3268,FDW31,OUT035,3568.2219400000004
3269,FDA57,OUT046,742.16726
3270,NCE55,OUT035,2214.91686
3271,FDC17,OUT019,581.2434
3272,FDC59,OUT013,1134.58978
3273,FDA22,OUT013,3274.7373
3274,FDK52,OUT035,2945.89868
3275,NCM26,OUT046,2889.3722599999996
3276,NCT53,OUT035,2611.6004999999996
3277,FDW45,OUT018,2457.33464
3278,NCI18,OUT035,2706.34384
3279,FDE38,OUT018,2647.48712
3280,FDF08,OUT019,294.21702
3281,FDY58,OUT010,570.45744
3282,FDF58,OUT019,106.92748000000002
3283,FDX39,OUT017,4004.72042
3284,FDB44,OUT049,3358.0954600000005
3285,FDF28,OUT013,2112.2505
3286,FDE39,OUT013,1554.77616
3287,FDT37,OUT018,2889.5054200000004
3288,FDZ45,OUT017,3608.5028399999997
3289,FDO40,OUT035,2784.3090199999997
3290,FDM57,OUT027,1639.5325
3291,DRG36,OUT017,2749.4211
3292,FDY36,OUT010,156.1301
3293,DRL60,OUT027,2355.9332999999997
3294,FDS25,OUT019,329.83732000000003
3295,DRF49,OUT027,3572.9491199999998
3296,FDP16,OUT045,5846.4563800000005
3297,FDS60,OUT049,1763.10498
3298,FDU15,OUT027,1060.1533399999998
3299,FDK43,OUT046,2196.0081399999995
3300,FDN25,OUT046,793.4338599999999
3301,FDE53,OUT049,612.60258
3302,FDB22,OUT013,2112.51682
3303,FDE39,OUT017,2379.9021
3304,FDX35,OUT035,4380.098459999999
3305,NCG54,OUT049,3118.74036
3306,FDH27,OUT035,2594.2231199999997
3307,NCK42,OUT013,2687.1688
3308,FDS25,OUT049,1731.94554
3309,FDI10,OUT018,2909.41284
3310,FDU35,OUT035,1979.9560399999998
3311,FDI04,OUT017,2768.32982
3312,DRK23,OUT035,6039.53838
3313,FDB53,OUT019,226.50516000000002
3314,FDY02,OUT049,3358.76126
3315,FDM60,OUT035,723.59144
3316,NCJ31,OUT010,753.08638
3317,DRP35,OUT017,1720.5603600000002
3318,NCQ30,OUT018,1599.3181800000004
3319,DRL11,OUT010,218.58213999999998
3320,FDU01,OUT013,3726.9486600000005
3321,FDR39,OUT035,3409.2954799999998
3322,FDO08,OUT046,2413.99106
3323,FDC02,OUT045,4520.84858
3324,NCZ29,OUT035,1744.52916
3325,FDF29,OUT010,241.48566000000005
3326,FDZ23,OUT017,3623.4833399999998
3327,NCU53,OUT018,2401.74034
3328,NCW30,OUT013,4643.955
3329,NCM26,OUT027,3772.28964
3330,FDV50,OUT027,3061.08208
3331,FDW15,OUT049,2540.027
3332,FDI35,OUT027,5261.55108
3333,FDO11,OUT017,5598.51246
3334,FDN48,OUT046,2039.8114600000001
3335,NCA17,OUT049,1923.5627800000002
3336,NCN54,OUT013,1168.27926
3337,FDP22,OUT013,647.4905000000001
3338,NCB54,OUT035,1897.46342
3339,FDD08,OUT045,674.1890799999999
3340,DRM48,OUT010,66.11394000000003
3341,FDG41,OUT027,3313.2205400000007
3342,FDE44,OUT027,1474.9467399999999
3343,FDE26,OUT035,2684.5056000000004
3344,NCS38,OUT013,1126.0009599999998
3345,NCJ54,OUT018,3925.42364
3346,FDI40,OUT019,196.34441999999999
3347,FDN45,OUT018,4239.08202
3348,FDU43,OUT046,3780.478980000001
3349,FDI04,OUT010,631.04524
3350,NCC07,OUT018,1457.4361999999996
3351,NCC07,OUT019,233.09657999999996
3352,NCD18,OUT045,4604.60622
3353,FDU55,OUT035,3703.6456599999997
3354,FDX59,OUT035,475.78068
3355,FDR52,OUT049,2699.0200400000003
3356,NCP17,OUT013,836.9771800000001
3357,FDQ32,OUT045,2300.1392599999995
3358,NCT17,OUT049,4413.45504
3359,FDO10,OUT049,1099.63528
3360,FDE32,OUT049,678.64994
3361,FDN44,OUT045,3176.0657400000005
3362,FDH02,OUT035,1238.0551
3363,FDK60,OUT013,1638.46722
3364,FDS24,OUT019,370.11822
3365,FDL03,OUT010,620.92508
3366,FDB46,OUT027,5085.3804
3367,FDO48,OUT049,3077.92682
3368,FDZ39,OUT049,1767.29952
3369,FDT02,OUT027,1123.2046
3370,FDC50,OUT013,2109.9201999999996
3371,FDP39,OUT035,780.9168200000001
3372,DRG15,OUT018,1324.6091000000001
3373,FDP10,OUT018,1648.9868600000002
3374,FDF53,OUT027,5468.614879999999
3375,FDN34,OUT045,3225.4681
3376,FDK02,OUT045,1570.08956
3377,FDC23,OUT045,3276.7347000000004
3378,FDJ10,OUT019,342.42094
3379,FDE53,OUT035,1245.7118000000003
3380,FDR25,OUT035,5952.51832
3381,FDW50,OUT046,2264.5189600000003
3382,FDS09,OUT049,855.1535200000001
3383,FDW49,OUT010,606.8766999999999
3384,FDU51,OUT046,3451.8401
3385,FDF28,OUT018,1715.7000199999998
3386,NCY30,OUT018,2947.76292
3387,FDD44,OUT045,4447.74374
3388,FDX09,OUT017,2757.0112199999994
3389,NCF30,OUT013,2376.2402
3390,FDZ50,OUT019,777.9873
3391,FDW37,OUT013,1429.53918
3392,FDD11,OUT049,2966.9379599999997
3393,DRH39,OUT018,1125.6680600000002
3394,FDA36,OUT049,2813.337900000001
3395,NCG43,OUT049,1631.67606
3396,FDF02,OUT035,2055.8572400000003
3397,FDP57,OUT027,2197.40632
3398,NCE42,OUT017,3380.53292
3399,NCR38,OUT027,4899.4890399999995
3400,FDP03,OUT019,452.21135999999996
3401,FDO51,OUT035,714.00392
3402,NCQ42,OUT046,2465.5239800000004
3403,NCM41,OUT046,1472.8161799999998
3404,FDH48,OUT027,2039.87804
3405,DRF60,OUT046,4094.1373599999997
3406,FDJ27,OUT035,1182.72712
3407,FDQ14,OUT013,1795.7291799999998
3408,FDN27,OUT017,2452.8737800000004
3409,NCQ02,OUT046,3008.1509799999994
3410,FDJ33,OUT049,2194.4102199999998
3411,FDP07,OUT027,6322.4368
3412,DRE01,OUT049,4095.4023800000004
3413,FDU36,OUT045,1724.0891000000004
3414,FDL28,OUT017,4204.99306
3415,NCX53,OUT046,2635.70246
3416,FDZ39,OUT013,1253.56824
3417,NCP42,OUT013,2814.13686
3418,FDJ14,OUT035,1475.81228
3419,FDK04,OUT049,902.8248
3420,NCC19,OUT017,3304.89804
3421,FDS09,OUT018,491.6267199999999
3422,FDZ02,OUT046,1267.7497799999999
3423,FDD35,OUT018,1889.9398800000004
3424,NCY42,OUT017,2493.15468
3425,FDB05,OUT045,4970.99596
3426,FDF20,OUT035,3241.9799399999997
3427,NCO41,OUT018,1843.86652
3428,FDC40,OUT027,2053.85984
3429,FDV58,OUT045,2281.2971199999997
3430,FDZ57,OUT045,1242.24964
3431,DRM35,OUT046,2908.7470400000007
3432,DRN36,OUT018,1139.3835400000003
3433,FDQ13,OUT046,1482.4037000000003
3434,DRO35,OUT010,243.6828
3435,NCD43,OUT035,1790.2030400000003
3436,FDA51,OUT018,1816.90162
3437,NCX17,OUT027,6364.581940000001
3438,NCZ17,OUT049,800.82424
3439,FDR11,OUT027,4287.5522599999995
3440,FDW34,OUT049,3540.79098
3441,FDN50,OUT017,1605.9096000000002
3442,FDS09,OUT046,732.0471
3443,FDS48,OUT018,2059.3194000000003
3444,FDL44,OUT049,2770.6601200000005
3445,DRF48,OUT018,2432.03424
3446,FDA14,OUT018,1275.6062200000001
3447,NCD30,OUT049,1340.0556600000002
3448,FDI16,OUT017,662.93706
3449,NCG06,OUT035,2926.3907400000003
3450,DRZ24,OUT035,2464.19238
3451,NCS17,OUT045,1716.4324000000001
3452,FDB37,OUT045,3024.99572
3453,FDE10,OUT035,1777.3530999999998
3454,FDC57,OUT045,2677.04864
3455,FDM12,OUT018,2739.63384
3456,FDE24,OUT049,2606.2075199999995
3457,FDW22,OUT045,4677.31158
3458,DRD01,OUT027,2076.4304599999996
3459,NCZ18,OUT027,4633.16904
3460,FDN49,OUT045,573.32038
3461,FDR22,OUT035,2179.0968199999998
3462,FDV08,OUT019,99.27077999999999
3463,FDY39,OUT046,3693.79182
3464,FDV36,OUT049,2948.6950399999996
3465,FDO60,OUT045,554.2784999999999
3466,FDU04,OUT027,2649.01846
3467,FDR20,OUT027,1002.6282199999999
3468,FDW19,OUT019,266.98580000000004
3469,FDU40,OUT049,1636.6029800000001
3470,FDK15,OUT045,1234.8592599999997
3471,DRF15,OUT035,2708.07492
3472,FDQ25,OUT017,2887.17512
3473,FDI48,OUT019,194.01412
3474,FDS49,OUT046,1351.37426
3475,FDV22,OUT046,2496.2173599999996
3476,NCV42,OUT046,1713.50288
3477,FDX26,OUT046,2719.85958
3478,FDI33,OUT018,1572.2867
3479,FDZ14,OUT049,1998.7981799999998
3480,FDG10,OUT013,632.3768400000001
3481,FDM38,OUT018,711.0744
3482,FDG26,OUT027,6713.2614
3483,FDH46,OUT035,1854.7856399999996
3484,FDN13,OUT018,1592.9930799999997
3485,FDU57,OUT035,2502.27614
3486,NCI06,OUT046,3296.10948
3487,FDM38,OUT045,997.56814
3488,NCG42,OUT010,272.77825999999993
3489,FDL39,OUT045,2547.48396
3490,FDT31,OUT019,395.01914
3491,FDV59,OUT013,3384.1282399999996
3492,FDB49,OUT035,1640.33146
3493,FDD58,OUT049,1629.9449799999998
3494,DRN59,OUT046,677.31834
3495,FDX48,OUT049,2240.61674
3496,FDQ11,OUT049,3502.7738
3497,FDY12,OUT049,943.3054400000001
3498,FDQ11,OUT045,4089.27702
3499,DRI11,OUT017,1512.4978600000002
3500,FDY32,OUT027,3753.9801399999997
3501,FDS51,OUT045,992.6412199999999
3502,FDR19,OUT010,194.01412000000002
3503,DRB13,OUT018,2572.45146
3504,FDS21,OUT035,1104.2293000000002
3505,FDQ40,OUT045,2839.43726
3506,NCE55,OUT013,2413.5250000000005
3507,FDX43,OUT027,4261.852379999999
3508,FDS12,OUT049,4125.030479999999
3509,DRK01,OUT027,2048.7997600000003
3510,FDN25,OUT017,677.7843999999999
3511,FDB60,OUT046,3615.8266400000007
3512,FDQ13,OUT017,1266.55134
3513,DRK13,OUT045,3778.14868
3514,DRF25,OUT018,366.98896
3515,NCD42,OUT019,97.60628
3516,FDW25,OUT045,1441.65674
3517,NCV29,OUT027,4007.7830999999996
3518,NCK42,OUT035,3155.42594
3519,DRJ13,OUT027,3594.6542
3520,DRD15,OUT017,4136.54882
3521,FDM27,OUT045,2189.01724
3522,FDZ50,OUT018,2502.60904
3523,FDC04,OUT046,3545.7179000000006
3524,FDF50,OUT049,2630.2429
3525,FDP15,OUT045,3525.81048
3526,FDK46,OUT035,3431.8660999999993
3527,FDZ56,OUT018,2445.61656
3528,FDY60,OUT049,2118.7753399999997
3529,FDB10,OUT035,4832.0435
3530,FDR57,OUT045,2293.74758
3531,FDU58,OUT049,3505.8364800000004
3532,FDH02,OUT046,1220.8774600000002
3533,FDP48,OUT013,2718.39482
3534,FDI46,OUT035,4491.020740000001
3535,FDW56,OUT013,2761.9381399999997
3536,NCM19,OUT010,219.64742
3537,FDS50,OUT027,5422.341780000001
3538,FDK24,OUT013,658.4762000000001
3539,FDO36,OUT017,3283.52586
3540,FDK45,OUT027,2593.15784
3541,NCL05,OUT045,801.0905599999999
3542,FDL32,OUT018,1460.03282
3543,FDA28,OUT049,2336.6250999999997
3544,FDY36,OUT018,1316.08686
3545,FDP32,OUT018,1887.4098399999998
3546,FDL50,OUT046,1150.56898
3547,DRC24,OUT049,2130.56
